id,title,url,description,date-posted,work-mode,location,job-type,job-schedule,carrer-level,travel-required,categories
1393272,Data Analyst,https://www.flexjobs.com/HostedJob.aspx?id=1393272,"Analyze public data sets, creating tools and dashboards, and answering questions. Must have a bachelor's degree in statistics or similar area along with 4 yrs of SQL and data analysis experience. Solid Python skills are needed. Remote and flexible hours.",08/19/23,100% Remote,Work from Anywhere,Employee,"Full-Time, Flexible Schedule",Experienced,No specification,"Computer & IT, Statistics, Analyst, Python, SQL"
1869894,Senior Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1869894,"Develop and maintain PartnerStack's Vue.JS frontend and Python backend software systems. Contribute to Agile processes, propose changes to improve product quality and mentor on technology, process, and industry. 5+ years of experience in software...",09/27/23,100% Remote,Canada,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Computer & IT, SQL, Software Development, Python"
1848353,Senior Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1848353,"Design & implement software solutions for our indoor drone localization system & related technologies using C++ and python. Develop high-quality, maintainable, efficient code that meets the highest software design standards. Contribute to the design...",09/17/23,Hybrid Remote,Switzerland,Employee,Full-Time,Experienced,No specification,"Computer & IT, Software Development, .NET, Python"
1830737,Software Engineer - Vision,https://www.flexjobs.com/HostedJob.aspx?id=1830737,Improve the performance of our models and algorithms already in production. Build and optimize CV/ML algorithms for real-time performance so they can run on our embedded platform i.e. the next-gen AI dashcam. Write proficient Python and C++ code to...,08/17/23,100% Remote,Pakistan,Employee,Full-Time,Entry-Level,No specification,"Math & Economics, Software Development, Python"
1741417,"Senior Software Engineer, Data",https://www.flexjobs.com/HostedJob.aspx?id=1741417,"You'll collaborate with other engineering leaders on all matters that impact the Engineering team, including resourcing and building technology/product vision. 7+ years of experience writing production-level code in Java, Scala, Python, SQL, or R.",09/10/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"SQL, Python, Software Development"
1419498,Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1419498,"You will write and implement code, perform testing and research, collaborate, teach teammates, and maintain/upgrade systems. Requires 5+ years of experience with software development and working knowledge of Djano/Flask codebase and Python. Remote option.",09/3/23,100% Remote,"San Diego, CA Candidates need to be able to work in the City or State specified",Employee,Full-Time,Manager,No specification,"Software Development, Python, QA & Testing, Ruby on Rails"
1839661,Crypto Quantitative Analyst,https://www.flexjobs.com/HostedJob.aspx?id=1839661,"Developing, testing, and optimizing algorithmic trading strategies. Identifying new trading ideas and investment opportunities. Researching and analyzing large data sets to find patterns. Developing risk management tools. Proficiency in Python.",08/30/23,100% Remote,"Capetown, South Africa Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Accounting & Finance, Math & Economics, Statistics, Analyst, Python"
1846262,"Golang Software Engineer, Developer Tooling and Containers",https://www.flexjobs.com/HostedJob.aspx?id=1846262,"Design the user experience of new capabilities in the tool. Write high-quality code to create new features. You have professional software development experience using Go, Python, C, or C++. You know Linux system-level fundamentals, e.g. cgroups...",09/13/23,100% Remote,"Australia, Bangladesh, China, Hong Kong, India, Indonesia, Japan, Malaysia, New Zealand, Pakistan, Philippines, Singapore, Sri Lanka, Taiwan, Thailand, Vietnam",Employee,Full-Time,Experienced,No specification,
1856208,Senior Machine Learning Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1856208,"Contribute to designing, building, evaluating, shipping, and improving the company's products through hands-on AI/ML development. 4+ years of professional experience in Machine Learning. Working knowledge of Python data stack. Exp in SQL. Remote work. ",09/7/23,100% Remote,Portugal,Employee,"Full-Time, Flexible Schedule",Experienced,No specification,"Computer & IT, SQL, Software Development, Python"
1839660,Crypto Quantitative Analyst,https://www.flexjobs.com/HostedJob.aspx?id=1839660,"Seeking a quantitative analyst to assist our team in designing crypto quantitative trading strategies. If you're the right person, you've got a passion for trading, Python, have strong analytical skills and the ability to communicate and work in a fast...",08/30/23,100% Remote,"Mumbai, India Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Accounting & Finance, Math & Economics, Statistics, Analyst, Python"
1859714,Centralized Senior Data Analyst,https://www.flexjobs.com/HostedJob.aspx?id=1859714,Advanced SQL knowledge. Ability to translate the data analysis into actionable tasks and strategies for non-technical individuals. Experience working with a sales/operations team to drive business outcomes. Basic proficiency in Python and familiarity...,09/13/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Computer & IT, SQL, Statistics, Analyst, Python"
1846427,Principal Data Scientist,https://www.flexjobs.com/HostedJob.aspx?id=1846427,"The role will involve understanding and adapting current research. The position requires a deep understanding of computational linguistics, image processing, and Python programming. Proficient in advanced machine learning models, particularly language...",09/13/23,100% Remote,US National,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,"Computer & IT, SQL, Math & Economics, Statistics, Python"
1861588,Senior Machine Learning Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1861588,"Design and implement machine-learning systems, evaluate and improve models, collaborate with teams, and optimize CV/ML algorithms. Bachelor's degree and 5+ years of ML experience required.Strong experience in Python or C++. 100% remote work - Pakistan. ",09/15/23,100% Remote,Pakistan,Employee,Full-Time,Manager,No specification,"Computer & IT, Engineering, Software Development, .NET, Python"
1865586,AWS Data Developer,https://www.flexjobs.com/HostedJob.aspx?id=1865586,"Develop AWS Microservices using Java, Python, and SQL. Design API layer using tools like Apigee and AWS API Gateway. Write automation test code using Selenium and Cucumber. 5+ years of related experience.",09/20/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Computer & IT, Java & Android, Python"
1841104,"Senior Data Scientist, Web Security",https://www.flexjobs.com/HostedJob.aspx?id=1841104,"Collaborate with product managers, data engineers, machine learning engineers, and other stakeholders to define clear business objectives for Machine Learning products.  5 years of Data Science experience. Proficient in Python and R. 100% remote work. ",09/2/23,100% Remote,United Kingdom,Employee,Full-Time,Experienced,No specification,"Computer & IT, Python, Computer Security"
1866198,"Staff Data Scientist - Inference, Marketplace",https://www.flexjobs.com/HostedJob.aspx?id=1866198,"Design cancellation policy ecosystem, build causal and ML models, design experiments to trade off bookings, cancellations, CS tickets. 8+ years industry experience, understanding of ML lifecycle best practices, strong fluency in Python and SQL. ",09/21/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1804890,Senior Analytics Manager - Marketing Sciences,https://www.flexjobs.com/HostedJob.aspx?id=1804890,"3+ years experience with mixed data skills and approaches (analytics, analytic tools, and data science). Must have experience with SQL and Python: writing production code. Strong analytical skills, including analysis and data modeling, statistics, A/B...",09/13/23,100% Remote,US National,Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,
1781732,"Senior Technical Artist, Weapons and Vehicles",https://www.flexjobs.com/HostedJob.aspx?id=1781732,"We are seeking a Senior Technical Artist who will contribute to the artistic vision and development of a AAA product with a specialized focus on creating weapon and vehicle assets, art tools, techniques, and processes. Expert understanding of Python.",09/9/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1219914,Site Reliability Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1219914,"Provide feedback to developers on how their products operate at scale; write code, submit bugs, and work with other teams within the company. Must have a bachelor's degree and experience with software development and Python. WFH.",08/30/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
1861228,Data Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1861228,"Build and maintain data processing pipelines, reports, and analytical data structures to ensure data quality. Collaborate with teams to adapt reference data and work with cloud-managed Spark clusters, Python, SQL, and Data Lakehouse.",09/15/23,100% Remote,"Kansas City, MO Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,
1855995,"Software Engineer II, Data Tools",https://www.flexjobs.com/HostedJob.aspx?id=1855995,"Bachelor's degree in Computer Science or related technical discipline AND 3+ years of technical engineering experience with coding in languages including but not limited to C#, C++, Java, Python, or Scala. 1+ years of experience building data ingestion...",09/7/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Computer & IT, Software Development, .NET, Java & Android, Python"
1876451,"Software Development Engineer, Security",https://www.flexjobs.com/HostedJob.aspx?id=1876451,"5+ years of professional software development experience building and operating production systems with at least one modern language such as Python, Java, Go, Perl. 3+ years of experience contributing to the architecture, system design, and scaling of...",10/8/23,100% Remote,"Bucharest, Romania Candidates need to be able to work in the City or State specified",Employee,"Full-Time, Flexible Schedule",Experienced,No specification,"Computer & IT, Software Development, Java & Android, Python"
1861225,Data Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1861225,Build and maintain data processing pipelines using state-of-the-art technologies. Work with Python and SQL on Spark-based data pipelines. Build analytical data structures to support reporting. Build and maintain Data Quality processes.,09/15/23,100% Remote,"Philadelphia, PA Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,
1862626,Principal Actuary,https://www.flexjobs.com/HostedJob.aspx?id=1862626,"Help create and extend Nuna's generalized platform for value based care program reporting and supporting analysis tools to deliver valuable insights. Connect and articulate VBC Program requirements to data and design needs, often using SQL / Python. ",09/16/23,100% Remote,"San Francisco, CA Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No,"Accounting & Finance, SQL, Medical & Health, Analyst, Python"
1861226,Data Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1861226,"Build and maintain data As a Data Engineer in Opendata, you will take responsibility for the Open using Python, SQL, and Spark. Develop Data Quality processes and collaborate with Product and Data Operations teams to adapt reference data to market...",09/15/23,100% Remote,"New York, NY Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,
