id,title,url,description,date-posted,work-mode,location,job-type,job-schedule,carrer-level,travel-required,categories
1861927,Senior Software Development Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1861927,"Design and develop high-volume, low-latency applications for mission-critical systems. Design and build Java-based enterprise-level solutions. Design REST-based API for backend services. Build new and innovative features from initial concept to release.",09/16/23,100% Remote,"Hyderabad, India Candidates need to be able to work in the City or State specified",Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,
1851253,"Senior Software Engineer II, Full Stack",https://www.flexjobs.com/HostedJob.aspx?id=1851253,"Build scalable, reliable and performant back-end services for the next generation of applications at Smartsheet (Java, Ruby). Solve challenging distributed systems problems and work with modern cloud infrastructure (AWS, Terraform).",09/22/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Ruby on Rails, Java & Android"
1865586,AWS Data Developer,https://www.flexjobs.com/HostedJob.aspx?id=1865586,"Develop AWS Microservices using Java, Python, and SQL. Design API layer using tools like Apigee and AWS API Gateway. Write automation test code using Selenium and Cucumber. 5+ years of related experience.",09/20/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Software Development, Computer & IT, Java & Android, Python"
1855995,"Software Engineer II, Data Tools",https://www.flexjobs.com/HostedJob.aspx?id=1855995,"Bachelor's degree in Computer Science or related technical discipline AND 3+ years of technical engineering experience with coding in languages including but not limited to C#, C++, Java, Python, or Scala. 1+ years of experience building data ingestion...",09/7/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,"Computer & IT, Software Development, .NET, Java & Android, Python"
1803441,Mobile Full Stack Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1803441,"We're looking for engineers who are passionate about the product they're building. Ideally, you'll have a general understanding of and experience in Javascript, and React Native. PHP, Java, C++, IOS and Android are a plus but not a requirement! ",09/10/23,100% Remote,Work from Anywhere,Employee,Full-Time,Experienced,No specification,"Software Development, .NET, iOS, Java & Android"
1876351,Senior Android Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1876351,"Minimum 5 years of Java/Kotlin programming and Android Framework expertise. Proficiency in professional software engineering practices, including coding standards, code reviews, source control, CI, build processes, and testing. Up-to-date knowledge...",10/8/23,100% Remote,"Madrid, Spain, Bulgaria, Croatia, Cyprus, Czech Republic, Egypt, Israel, Kenya, Lebanon, Luxembourg, Malta, Nigeria, Oman, Qatar, Romania, Saudi Arabia, Serbia, South Africa, Ukraine, United Arab Emirates, United Kingdom Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android, Computer & IT"
1876451,"Software Development Engineer, Security",https://www.flexjobs.com/HostedJob.aspx?id=1876451,"5+ years of professional software development experience building and operating production systems with at least one modern language such as Python, Java, Go, Perl. 3+ years of experience contributing to the architecture, system design, and scaling of...",10/8/23,100% Remote,"Bucharest, Romania Candidates need to be able to work in the City or State specified",Employee,"Full-Time, Flexible Schedule",Experienced,No specification,"Computer & IT, Software Development, Java & Android, Python"
1865480,"Senior Manager of IAM Engineering, Enterprise Access Review",https://www.flexjobs.com/HostedJob.aspx?id=1865480,"Lead team of Product Managers, Product Owners, and Engineers in IAM. Manage implementations and releases via CI/CD. Implement IAM technologies like Radiant Logic, LDAP, Neo4J, Java/.NET Development, IGA systems for automated provisioning and...",09/20/23,100% Remote,"Sacramento, CA Candidates need to be able to work in the City or State specified",Employee,Full-Time,"Senior Level Manager (Director, Dept Head, VP, General Manager, C-level)",No specification,+ 15 more
1870488,Developer Support Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1870488,"Using your technical skills and Java development background to identify, resolve, and manage high-priority, time-sensitive issues for our customers with timely updates while striving to improve overall customer satisfaction. Communicate with customers...",09/27/23,100% Remote,"ND, SD, NE, KS, OK, TX, MN, IA, MO, AR, LA, WI, IL, KY, MS, AL, MI, IN, TN, GA, FL, OH, NC, SC, WV, VA, PA, DC, CT, NJ, NY, RI, NH, ME, MD, DE, VT Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,"Computer & IT, System Administration, Technical Support, Software Development, Java & Android"
1835356,Senior Associate,https://www.flexjobs.com/HostedJob.aspx?id=1835356,Designs and implements high-quality components and solutions within the Adobe Experience Manager (AEM) platform. Develops AEM solutions by implementing creative solutions that leverage the capabilities of the platform and support reusability and...,08/25/23,100% Remote,"Dallas, TX Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,+ 1 more
1824660,"Technical Lead, - Backend Testing Team",https://www.flexjobs.com/HostedJob.aspx?id=1824660,"Lead a small team of engineers where autonomy and flexibility are core values. Help set the direction for the continued evolution of backend development. Some previous team, technical or pod lead experience is preferred - managing engineers or projects.",09/12/23,100% Remote,Ireland,Employee,Full-Time,Experienced,No specification,
1876215,"Principal, Site Reliability Engineer",https://www.flexjobs.com/HostedJob.aspx?id=1876215,"At least eight years of professional experience in software development with high proficiency in at least one general purpose programming language (C/C++, Go, Java, Ruby, PHP, Python, etc.). Maintain and build tooling around making manual...",10/8/23,100% Remote,"Bangalore, India Candidates need to be able to work in the City or State specified",Employee,Full-Time,Manager,No specification,
1867087,Senior Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1867087,"Develop fault-tolerant, efficient, and beautiful client-facing products. Collaborate with other engineers and designers to provide intuitive customer-focused experiences. Troubleshoot issues before they spoil your weekend. Design & develop features.",09/25/23,100% Remote,India,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1870843,Android Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1870843,"Responsible for implementing new features in the app and maintaining existing ones. Collaborate closely with Product, QA and Backend teams. Help review code and provide constructive feedback. Communicate effectively with Product and Design teams in...",09/27/23,100% Remote,"Barcelona, Spain Candidates need to be able to work in the City or State specified",Employee,"Full-Time, Flexible Schedule",Experienced,No specification,"Software Development, Java & Android"
1865523,"Mobile Infrastructure Software Engineer, Android",https://www.flexjobs.com/HostedJob.aspx?id=1865523,"Maintain and upgrade Gradle tooling, improve mobile build scripts, promote best practices, collaborate with other teams, and provide support to developers.5+ years of professional software development experience. Understanding of operation...",09/24/23,100% Remote,Canada,Employee,Full-Time,Experienced,No specification,
1869841,Staff Software Engineer Backend,https://www.flexjobs.com/HostedJob.aspx?id=1869841,"Design and develop integrations with leading LXP, HRIS, and LMS platforms. Implement technical solutions for data exchange, authentication, and access control. Collaborate with cross-functional teams and mentor team members.",09/28/23,100% Remote,India,Employee,Full-Time,Experienced,No specification,"Software Development, Java & Android"
1872825,Full Stack Software Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1872825,"Design &develop custom web and mobile applications using C# (or Java), .NET 7/6, .NET Core and JavaScript. Design, develop, and maintain complex cloud solutions on the AWS platform. Participate in the design, development and implementation of solutions.",09/29/23,100% Remote,US National,Employee,Full-Time,Experienced,No,".NET, Java & Android, Web Design, SQL, Software Development, Computer & IT"
1845923,Senior Backend Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1845923,"We're looking for a highly motivated and talented Sr. Software Engineer to join our Cloud group. As a Sr. Software Engineer, you'll be responsible for driving the design and development of complex cloud-based software systems. You'll work as part of...",09/11/23,100% Remote,Portugal,Employee,"Full-Time, Flexible Schedule",Manager,No specification,
1852800,Senior Software Engineer - Front End,https://www.flexjobs.com/HostedJob.aspx?id=1852800,"Front-end Engineers will be directly collaborating with the back-end and design teams to develop and maintain the UI of our cloud-based applications with modern JavaScript frameworks. You should be a team player, a fast learner, and have a drive for...",09/1/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1852857,Senior Software Engineer in Test,https://www.flexjobs.com/HostedJob.aspx?id=1852857,"Design, develop, maintain, and execute robust automation test suites. Automate API tests using RestAssured. Automate UI tests for the Web using Selenium or iOS and Android Native Apps with Appium. Ensure product quality using CI/CD methodologies.
",09/1/23,100% Remote,US National,Employee,Full-Time,Experienced,No specification,
1860395,Senior Backend Engineer,https://www.flexjobs.com/HostedJob.aspx?id=1860395,"Design logical solutions to complex challenges for our customers who are among the most successful enterprises in the world. Write high-quality code, covered by solid unit and integration tests. Drive technological and architectural decisions. 
",09/16/23,100% Remote,"Hyderabad , India Candidates need to be able to work in the City or State specified",Employee,Full-Time,Experienced,No specification,
1859012,Associate Software Developer - Clinic Finance and Products,https://www.flexjobs.com/HostedJob.aspx?id=1859012,"Champion our customers' use cases ensuring solving real-world problems and creating a delightful user experience. Write quality code that leaves the codebase in a better condition than you found it. Exp with Ruby on Rails, C#, Java, or Python. Remote. ",09/15/23,100% Remote,Canada,Employee,Full-Time,Experienced,No specification,"Software Development, .NET, Java & Android, Python, Ruby on Rails"
1816011,"Staff Software Engineer, Android",https://www.flexjobs.com/HostedJob.aspx?id=1816011,"Design, write, maintain, and debug software for mobile applications. Build (and maintain!) top-rated Android apps with quick feedback loops from Product and UX. Define & uphold standards for quality by mentoring junior engineers, performing code...",08/27/23,100% Remote,US National,Employee,Full-Time,Experienced,No,
